player_name,hand_id,starting_bankroll,net_earning,player_cards,play_cards_value,community_cards
oval,1002967747,1492,-30,JdQd,JQ,3c7s5s4s4d
oval,1002967878,1442,120,7s3s,73,7c5c7d4hTh
oval,1002967950,1562,-20,Tc8c,T8,6d9d2d5c9h
oval,1002967990,1532,105,AcQd,AQ,4dJdAh3s7c
oval,1002968067,1597,60,9d8s,98,8hQhAhAs4d
oval,1002968129,1712,-50,Qh9s,Q9,Jh7c7dTh9d
oval,1002968160,1662,-80,QhKh,QK,5h2h2cTd9s
oval,1002968262,1582,47,QsAh,QA,8cJcTs3s9s
oval,1002968307,1629,-70,9hJh,9J,2c3c9d4h6s
oval,1002968401,1549,130,4c4d,44,7h3hKs7c4h
oval,1002968473,1644,90,4s4d,44,6dAc3h2dJh
oval,1002968611,1634,-110,6hJh,6J,3cJc2h4s7s
oval,1002968682,1524,-70,Js7d,J7,7s9d3sQdAc
oval,1002968708,1454,-110,2c3c,23,2d4hQs7c6h
oval,1002968781,1314,20,2d5s,25,Kd5c5h6c4d
oval,1002968810,1334,-90,Qd2h,Q2,QsTc9h5s9c
oval,1002968838,1244,105,7s5s,75,5dQh7h2sAc
oval,1002968867,1349,-30,Qh9c,Q9,4sAdThKs3h
oval,1002968909,1329,-70,5c7d,57,6s5sJdQcJh
oval,1002968934,1259,95,7dJd,7J,2h5d5sTcJs
oval,1002968997,1304,-100,Tc4c,T4,Td7d3dKcAc
oval,1002969038,1214,90,2h5d,25,8c4h5h6c5c
oval,1002969060,1304,-80,7s6s,76,6d9cAcKh8h
oval,1002969108,1259,-130,6cKc,6K,8hJh6hQd3c
oval,1002969164,1069,-80,Js4s,J4,5cTdKc2s5h
oval,1002969209,1004,-70,5cTd,5T,3dTsKs4cJh
oval,1002969225,934,-20,Kc7d,K7,8c6h3d4dQs
oval,1002969255,909,-30,Ts8s,T8,7d2c7s4h2s
oval,1002969313,859,440,9h3h,93,9c4c5s2d6h
oval,1002969354,1304,-240,Qd8c,Q8,KdQs8h9c3d
oval,1002969415,1104,-90,QsQh,QQ,6cAsTd4hAh
oval,1002969432,1014,95,6cKc,6K,8hKs7d2s2h
oval,1002969450,1109,-70,TsQd,TQ,6c2c9c6h8d
oval,1002969507,1079,95,JdAd,JA,QhTc7h8cJh
oval,1002969530,1214,-80,Jd3d,J3,9c3cKh9sTc
oval,1002969554,1144,40,4sKc,4K,Js3sJh7dJc
oval,1002969569,1184,-70,6c7c,67,3hKdTh5h6h
oval,1002969600,1139,70,7dJd,7J,8cJs9h5c4d
oval,1002969615,1209,120,QdAd,QA,7c8c6h4dAh
oval,1002969682,1519,-50,7h6h,76,2h9dKd5s6d
oval,1002969707,1489,-60,4sKd,4K,2hQs3s6c9h
oval,1002969749,1374,160,2dAc,2A,AhJd2hAd3d
oval,1002969768,1534,-90,2hJd,2J,KhKsTd3c9d
oval,1002969788,1444,100,3s8s,38,6s4s2d5d9s
oval,1002969807,1544,80,AsTd,AT,Tc9d3c5h4d
oval,1002969840,1569,80,8c7d,87,6c7h3cQsKd
oval,1002969854,1649,-70,4s5c,45,6hAhAc6s7d
oval,1002969869,1579,-140,3hAh,3A,Ks6h5c9d6s
oval,1002969889,1439,-80,7d6c,76,9h4dTh6h3h
oval,1002969912,1374,-30,4h7s,47,Kh9hTs2d8s
oval,1002969939,1374,75,4s4h,44,AsJh3h5s8c
oval,1002969951,1449,-70,7s4s,74,5dAh3cTc9d
oval,1002969987,1344,80,5sTs,5T,AsKs9s6sKc
oval,1002970000,1424,-150,TsJh,TJ,AcKhJs7sKc
oval,1002970040,1339,80,3h2h,32,Kd2s5c6h6c
oval,1002970052,1419,75,7c9s,79,6h7d3h7s9h
oval,1002970065,1494,100,5c2s,52,2d6dTd2cQs
oval,1002970088,1604,-70,6dKh,6K,2h4sQc2c8s
oval,1002970105,1534,-60,6d3h,63,Qh7c3sAs6c
oval,1002970128,1484,-110,KsTc,KT,2d8sTd9c8h
oval,1002970165,1304,-100,JcQh,JQ,6s7h2c3d4d
oval,1002970208,1224,-30,5s6h,56,3dKhQcKdQd
oval,1002970227,1204,90,JsTs,JT,6hJhAh9d7c
oval,1002970241,1294,70,Js9d,J9,2cTsKh8c7h
oval,1002970259,1364,140,5c4c,54,7h4h9c3h4d
oval,1002970279,1504,5,7hAd,7A,As4c6c4dJh
oval,1002970301,1524,35,6s2h,62,Ks4c6h9dJc
oval,1002970325,1594,35,Ac7c,A7,Kd3sQs5s7d
oval,1002970336,1629,-90,5dTd,5T,Jc8h6h2s3h
oval,1002970360,1549,-100,8c4h,84,7cAs6cTd8d
oval,1002970376,1449,-60,2h6d,26,8s3c5hQdTh
oval,1002970391,1389,120,AcAs,AA,5sAdQs5h8c
oval,1002970431,1524,-70,6d8d,68,4s6c2sJs5c
oval,1002970455,1454,120,KsAh,KA,ThTcKdAd8h
oval,1002970515,1689,-30,9s2h,92,AhQd3h8h7d
oval,1002970565,1624,90,3dQs,3Q,Qc3hKc9sTs
oval,1002970607,1749,-80,JsQc,JQ,7c8h3h3cKd
oval,1002970651,1704,-70,5cAs,5A,9c8s5d6c2s
oval,1002970674,1649,60,Ac9d,A9,Qc7sKc7c6c
oval,1002970742,1704,-30,9d7c,97,JsAhQd5h6d
oval,1002970800,1794,-30,3hQh,3Q,5s5d4s8s7s
oval,1002970829,1779,-60,2sJd,2J,3h6d4sKs6h
oval,1002970846,1719,-100,ThAc,TA,Kc3d8cJs5h
oval,1002970904,1604,0,QsAh,QA,Qc9d8d5h6h
oval,1002970928,1604,100,TdTs,TT,2h5s8h4cKc
oval,1002970975,1664,140,7h9h,79,4hTs3c7c3d
oval,1002971014,1784,-70,8h6h,86,Jh7d5dAhAc
oval,1002971025,1714,-50,4c8c,48,JsAsTc7d5h
oval,1002971053,1664,140,9d7s,97,6hTs9h8s3h
oval,1003391431,1774,95,AcQc,AQ,Th2dJdKh9d
oval,1003391583,1869,-90,7c7h,77,8s2d9c2sQd
oval,1003391654,1779,75,3cAh,3A,5h4h2s6s8h
oval,1003391716,1854,-70,QdQc,QQ,JcAd2h4d6c
oval,1003391913,1814,15,7d6d,76,6c9c3dAh3c
oval,1003391954,1829,-20,Qh8h,Q8,9d8d7cAsKc
oval,1003391986,1809,60,9hKc,9K,9c5sKd4c7s
oval,1003394226,1784,-90,Qh4c,Q4,8d5h4dJcTd
oval,1003394259,1694,90,3hQh,3Q,3dQd4h5d8c
oval,1003394333,1774,65,TdQd,TQ,8s3c2c6hQh
oval,1003394452,1789,-80,ThAc,TA,2s4s8cJhKd
oval,1003394486,1709,205,Ad7d,A7,8d7c9d4s2s
oval,1003395021,1714,-60,4cQc,4Q,9d6d2dQsKc
oval,1003395312,1684,-30,AdJd,AJ,Qc2h3s5sQs
oval,1003395343,1654,20,AsQc,AQ,2sTc3d7cTd
oval,1003395428,1644,-10,2hQd,2Q,Jh8cAc6dTs
oval,1003395472,1634,110,Ac8c,A8,6h7sTc8dJd
oval,1003395526,1744,0,9s2h,92,5cTs9c7sKh
oval,1003395601,1739,40,8d5h,85,As5d4d6sJc
oval,1003396084,1864,190,AcKd,AK,4sThKc9h7c
oval,1003396468,2009,90,6cTc,6T,KcAcTh5d6s
oval,1003396519,2099,70,8hQh,8Q,JdQc9d9h9c
oval,1003396563,2169,30,AhJc,AJ,Td2d7s2sQs
oval,1003396817,2159,175,3dKd,3K,Tc6dKh4d2c
oval,1003397023,2349,-90,AdKd,AK,6s3dAs2d7s
oval,1003397067,2259,-90,AdTc,AT,6d4sKh2hKs
oval,1003397131,2199,130,6dKd,6K,Qh6h4h5d9s
oval,1003397151,2329,-40,3h9h,39,6h5cTh2cAd
oval,1003397216,2244,70,2c7s,27,6sTsJsKc7h
oval,1003397336,2264,5,8c5c,85,2h4d4h8sTs
oval,1003397374,2259,20,6h7d,67,9h6s7c3sAd
oval,1003397462,2289,80,2s8d,28,5hAh2h8s4s
oval,1003397486,2384,-50,Jh9d,J9,Kc6sJs7d8c
oval,1003397512,2334,5,Ad7s,A7,Ts3s3dQc9c
oval,1003397593,2319,75,5hAc,5A,6h9h7d3d7s
oval,1003397622,2394,30,2c5d,25,5sQs5c2h3h
oval,1003397644,2424,-30,ThQd,TQ,9h6d2sKc4h
oval,1003397862,2399,60,9h8c,98,6h8dTsJc3h
oval,1003398092,2524,-90,3hQs,3Q,2h5s7cTh2s
oval,1003544052,2459,-60,Ac3h,A3,Jc5d6c7d4h
oval,1003544293,2379,-30,2sTd,2T,9sAhJsKd8c
oval,1003544339,2349,20,Ac5d,A5,Kd2h3sJhAs
oval,1003544464,2359,-60,7d7h,77,2dQc2sKs6d
oval,1003544723,2344,70,QhJc,QJ,9hKh6dKsTs
oval,1003544822,2409,70,8h5h,85,9h5dAc2h9c
oval,1003544847,2479,75,QhQd,QQ,KsTdTs9cTc
oval,1003544882,2559,30,6cTd,6T,3hKhJhThQd
oval,1003544901,2589,155,2dJd,2J,5s6d2s2h4d
oval,1003545014,2779,50,QdTd,QT,3c4sQcJcKc
oval,1003545029,2829,-40,3hQh,3Q,6h5s3sKsKd
oval,1003545059,2804,155,TsQs,TQ,JsAs7c6h6s
oval,1003561357,2779,-70,TdAs,TA,6cAd7c6h9c
oval,1003561629,2689,-60,6c5c,65,9s6h7hJcTc
oval,1003561761,2629,-60,AdAc,AA,5c2h8d6hJh
oval,1003561863,2559,180,6sQd,6Q,4dQh3dQc9d
oval,1003562278,2704,160,TdJd,TJ,5h6d8d9sQh
oval,1003562648,2849,-30,2sAd,2A,7d5hTd9cTs
oval,1003563023,2869,-140,2c2s,22,Ah2dTs9sAs
oval,1003563127,2729,-50,QdJs,QJ,Ah9s8s5c2c
oval,1003564112,2594,-10,4hAd,4A,7d9s5c8dJh
oval,1003564834,2544,-40,4sJc,4J,6dJh8hAdQh
oval,1003564918,2504,90,6dKh,6K,4hKcKdKs2h
oval,1003565457,2554,185,7hTh,7T,2hQh4d7sKh
oval,1003565535,2739,70,AsTd,AT,Kd6cQdAcJd
oval,1003565902,2769,225,JdTc,JT,JcTsTh8cKc
oval,1003566274,2984,-80,Kc8d,K8,TcKd9d5s7c
oval,1003566640,2854,-20,Qd9d,Q9,5dTs2cAh8d
oval,1003566887,2829,-20,5h3h,53,Th7s4d3d9d
oval,1003567236,2759,5,Ah3s,A3,9sJh9cTsQs
oval,1003567266,2764,140,QcQd,QQ,7d2hJc8c2c
oval,1003567325,2894,40,Ad3s,A3,QhAh7h4cQc
oval,1003567353,2934,45,6dAs,6A,8c6c4cKsKh
oval,1003620745,2999,-30,Ks5d,K5,3c3h9hKhAh
oval,1003620777,2979,-50,6dAd,6A,QsQhAhJh9h
oval,1003620845,2914,-10,JdTs,JT,7d4dKh3sKs
oval,1003620903,2914,30,2d8s,28,Qd6d5d5s8h
oval,1003620923,2939,90,5dKd,5K,8d9d5s5cJs
oval,1003620961,2989,20,KcQs,KQ,Qc5h8c3sKs
oval,1003620980,3014,70,5s4c,54,4h2c7d7h3d
oval,1003900730,1000,3,8dQs,8Q,9dQh2c4d4s
oval,1003900766,998,85,Ac6c,A6,6hAh4sTd9c
oval,1003900790,1083,90,6sTs,6T,9hTh6c2cQs
oval,1003900817,1173,110,Ad4s,A4,2d7dAh5c8c
oval,1003901007,1223,-50,AsAd,AA,7h7dTs9hKd
oval,1003901112,1163,70,Js9s,J9,Ks3sJdThKc
oval,1003901218,1233,-40,JsAs,JA,3s4c5s3cTs
oval,1003901252,1193,75,KcKd,KK,6d2d5h5c7c
oval,1003901478,1228,-100,KdAc,KA,7hTd8s4c6s
oval,1003901507,1128,-70,Ah5h,A5,3sJsAcJh5d
oval,1003901991,1108,-80,JdJs,JJ,Ac9d9c3dTd
oval,1003902087,998,-10,3hQc,3Q,TcKd8cKsTh
oval,1003902178,978,70,9dTs,9T,JsQs8s5h3s
oval,1003902270,1088,190,2c2s,22,KcAd2dKh4h
oval,1003902354,1228,130,9h8s,98,6c9s9cQcKd
oval,1003902488,1353,60,9d9c,99,Ts5h7c3sJd
oval,1003902653,1433,-10,6h4d,64,7sJd8h7dJs
oval,1003902679,1423,-20,5c3c,53,Tc7d5dAsQc
oval,1003902747,1403,-90,QsAd,QA,9cTdJh4s7d
oval,1003902786,1313,20,9d3d,93,8c9s6c2s4s
oval,1003902968,1343,-60,3sQs,3Q,QhTsAh2d5h
oval,1003903181,1283,-60,8s5s,85,Ts3d4c6h5h
oval,1003903371,1223,50,JhJs,JJ,3h7cThKd7d
oval,1003903663,1233,-40,7sQd,7Q,KcJs8s9d4s
oval,1003903863,1188,30,KcJd,KJ,Ad7s4h4dAh
oval,1003903953,1218,-80,Jh7h,J7,TsJc3c8s5h
oval,1003904247,1108,-40,Kc9h,K9,4hQdTd6hAs
oval,1003904434,1058,-60,5d4d,54,8dTd8cQc5s
oval,1003904529,998,-70,KcKd,KK,7dTcAhJd8d
oval,1003904560,928,-100,AcQc,AQ,8d3d6hJd4s
oval,1003904875,813,-80,5d3d,53,TdTc5s3c6d
oval,1003905356,538,90,Ts9c,T9,5c9d5s9h3d
oval,1003905467,628,-30,2s4s,24,Jd5hKsAdQc
oval,1004081810,528,195,4s6s,46,4d5h3d8s2s
oval,1004081871,723,-40,3d3s,33,Tc9sAs9h7d
oval,1004082001,673,-30,3dQd,3Q,Ad5h2hKh5c
oval,1004082443,558,-10,Ts8s,T8,6dKhKc6c8h
oval,1004083064,393,110,9h5h,95,5s4c8h6h7h
oval,1004083379,463,-110,ThQh,TQ,3d9sKsQd9d
oval,1004315682,368,-10,5d7s,57,9cAs3h2c8d
oval,1004315699,358,10,2d7d,27,3hJsKcKd2c
oval,1004315755,358,-30,8cTd,8T,2s9sAdQh2d
oval,1004315855,323,40,6d4c,64,4dJh2sQd4s
oval,1004315915,358,10,8sKs,8K,Th4cJd6dQh
oval,1004315998,368,40,4sTs,4T,7s2s8sKh7h
oval,1004316047,413,50,AcJh,AJ,Ad7d7s8sTc
oval,1004316080,458,10,5hJd,5J,8h7h5d6cAs
oval,1004316110,478,10,Td4h,T4,8dQhJcAd3s
oval,1004316140,488,-50,7dAh,7A,6cKdAc9c3d
oval,1004316196,408,20,Qh5s,Q5,QcKc9dAhAd
oval,1004499431,388,-40,Tc3c,T3,AcKcAd2h4s
oval,1004499598,348,190,3dKh,3K,Kc3sQsAc8h
oval,1004499649,538,-80,AsQh,AQ,Kc3dJh5sKs
oval,1004499747,458,140,5cAd,5A,KsAs7sKh6h
oval,1004499872,558,-70,2sAs,2A,3cKsKc5sTc
oval,1004499935,488,-80,5d6c,56,7cKc4c9dQc
oval,1004499968,408,30,7dAh,7A,AcQd9cKh6d
oval,1004500294,518,250,2c3c,23,7cTsJc9cQh
oval,1004500447,858,-110,QsKh,QK,Kd2h6dAh9h
oval,1004500483,748,35,9hJh,9J,As8sJdQdTc
oval,1004500517,778,40,6dKh,6K,9d7cAsJd6h
oval,1004500661,783,180,9c4h,94,4c4s4dAsKd
oval,1004500755,958,-70,7sAd,7A,5sKh2s8s3c
oval,1004500811,898,-90,2cJh,2J,Ad4h3dKc8h
oval,1004500867,933,120,AcAh,AA,4sKc9c4h5d
oval,1004500890,1053,70,Ad9h,A9,5s7d8h9s3h
oval,1004500946,1103,90,Qc3s,Q3,3c3h5sAs4d
oval,1004500983,1193,-60,Jd3s,J3,7h3h6s4sTd
oval,1004501026,1148,0,8hQc,8Q,6d8d5c4h7s
oval,1004501058,1148,50,QsAh,QA,6s3c7cJhQc
oval,1004501228,1283,-70,Kh6d,K6,KdJc9c2cQh
oval,1004501248,1213,20,8h4s,84,KsAc7h9dKc
DopeyTwat,1002051675,61983,-20,5dQd,5Q,6dTdAcTsQh
DopeyTwat,1002052051,61858,-30,TsTh,TT,3dJsAh2d6c
DopeyTwat,1002052134,61818,10,4cQd,4Q,QcJhAc7d5c
DopeyTwat,1002052200,61798,-60,6h6c,66,Kd3cTs9c8c
DopeyTwat,1002052322,61858,-80,9d9h,99,2d4cAd2s5h
DopeyTwat,1002052424,61818,50,Jd9d,J9,Jc5d4cKs6h
DopeyTwat,1002052477,61883,-10,3dKc,3K,Ts2c2hQd6d
DopeyTwat,1002052543,61838,-10,Qh9c,Q9,Td2s5h6hKh
DopeyTwat,1002052622,61798,-10,Jd8d,J8,Qc5c6dQhKs
DopeyTwat,1002052678,61813,10,8sTc,8T,9c5s6hKh8c
DopeyTwat,1002052739,61808,15,7s8s,78,4hKsJdKd7c
DopeyTwat,1002052811,61813,60,9s4c,94,9dJd8h5c3s
DopeyTwat,1002052879,61873,30,8cAs,8A,3c9c6c2s2c
DopeyTwat,1002052911,61903,-50,8d9c,89,8hJh6c9h7c
DopeyTwat,1002052928,61853,20,5d4c,54,Kd5hKc8sJc
DopeyTwat,1002052988,61883,10,Tc6s,T6,QcJcJd8d5c
DopeyTwat,1002053031,61883,-70,QsQd,QQ,6h3s3dTsAh
DopeyTwat,1002053137,61813,3,Ac7s,A7,3s4s6c7d5h
DopeyTwat,1002053168,61816,-80,AcJc,AJ,JdTs8s4s3c
DopeyTwat,1002053273,61846,-60,JcJd,JJ,3hAsQh2d2h
DopeyTwat,1002053307,61786,155,9c7c,97,Th8s6c4h9h
DopeyTwat,1002053335,61941,0,5h7h,57,7s8dTc6s4s
DopeyTwat,1002053396,61931,-10,6sQc,6Q,8cJhKh5cJs
DopeyTwat,1002053420,61921,150,Td7c,T7,Ts7h9cKh5d
DopeyTwat,1002053482,62071,2,6cQc,6Q,9hJd8sKd9s
DopeyTwat,1002053501,62073,60,Ad4d,A4,TdAc3dAhQs
DopeyTwat,1002053564,62118,80,6dKs,6K,JcAdQdThAs
DopeyTwat,1002053614,62178,5,Th8s,T8,Td9dKcQdJd
DopeyTwat,1002053659,62173,95,As3s,A3,4d7sQcAh3d
DopeyTwat,1002053746,62328,-30,Qc2h,Q2,JdQs3cTs3d
DopeyTwat,1002053780,62278,15,9cKc,9K,3hAsTs5sJd
DopeyTwat,1002126488,61535,-60,9dJs,9J,7h2hJhJd5d
DopeyTwat,1002126723,61450,130,AdAc,AA,Qc7dJd4h4d
DopeyTwat,1002158755,53235,-80,6d9s,69,8c8sThJsQc
DopeyTwat,1002158871,53130,60,5dQc,5Q,8s4c5hKhQs
DopeyTwat,1002159011,53160,35,7cAc,7A,9d3sKh9s2s
DopeyTwat,1002159121,53175,40,3d2c,32,Th4d2d8cJc
DopeyTwat,1002671393,76666,-20,Th8s,T8,8cKh6d9dQd
DopeyTwat,1002671467,76646,35,9s9h,99,4cAc7h5hQs
DopeyTwat,1002672788,76671,110,Jh9d,J9,8s7c8hTdQd
DopeyTwat,1002672866,76816,-80,3d3h,33,3s5s2hTc9s
DopeyTwat,1002996426,116254,35,Ad3s,A3,4c3c7s6h4d
DopeyTwat,1002996721,116224,-60,QcJc,QJ,3sJs4s9h2c
DopeyTwat,1002996953,116124,-60,Ad4s,A4,3d9c2sAc4c
DopeyTwat,1003026129,109220,40,TsAh,TA,8s6h3c6sAd
DopeyTwat,1003029073,109170,-110,5c7s,57,4s8sAh6c6s
DopeyTwat,1003029142,109060,-90,JdTh,JT,Ts7dKd4c2d
DopeyTwat,1003029271,108940,200,AcTd,AT,7hJcQs5dAs
DopeyTwat,1003078883,94074,160,AsAc,AA,4cKh9hTdQs
DopeyTwat,1003082284,100299,165,8h8c,88,7dQcQsTdJs
DopeyTwat,1003082377,100454,30,KcTc,KT,4dJsTdAd5d
DopeyTwat,1003082493,100474,25,AcKs,AK,3d9c5c5d7s
DopeyTwat,1003082539,100489,95,AcQc,AQ,Jc8c2sTdAh
DopeyTwat,1003115577,90724,60,KhAh,KA,5s8c2d5h4s
DopeyTwat,1003115609,90784,-70,6h8h,68,8cAd3sJs7h
DopeyTwat,1003115635,90714,70,TdKd,TK,Ah3c8dAcTh
DopeyTwat,1003115668,90764,105,Td8d,T8,AhJd3dTs4d
DopeyTwat,1003115679,90869,75,As7s,A7,Kh7d4c3hJs
DopeyTwat,1003115785,90949,270,Jh8s,J8,8c6d9dJc3h
DopeyTwat,1003115823,91169,420,8s8c,88,2h8dQcJcJs
DopeyTwat,1003115879,91584,-110,Ah9s,A9,Ad4c3cQcJd
DopeyTwat,1003115895,91474,130,As2h,A2,5c2d3dAcQd
DopeyTwat,1003115943,91564,-160,Jd9c,J9,9h5h8sQs7d
DopeyTwat,1003115974,91404,130,KhKd,KK,AhAdJc4c3c
DopeyTwat,1003116036,91504,50,7hAd,7A,Kd6s9h3dAs
DopeyTwat,1003116074,91614,150,KhJs,KJ,5sTh3sKd2h
DopeyTwat,1003116093,91764,15,7c5h,75,8d3s9d7hAs
DopeyTwat,1003171572,115042,40,Ad6c,A6,3s6d9c7d2h
DopeyTwat,1003171629,115052,-10,5s6d,56,Kh2c2sTcAs
DopeyTwat,1003171645,115042,-80,QhQd,QQ,4cTc5h3cAd
DopeyTwat,1003171688,114957,-10,8hTs,8T,9sAd5dKd7s
DopeyTwat,1003171722,114902,70,Ac7c,A7,6h3sAs8hTh
DopeyTwat,1003171758,114977,-10,3s8d,38,Qc5s7cJc4d
DopeyTwat,1003171816,114927,-40,4c5d,45,5h3sQdJd2c
DopeyTwat,1003171871,114907,-40,3hQh,3Q,8sQsAd9hJd
DopeyTwat,1003171939,114852,-10,Jh7s,J7,Kc3hKs2h4h
DopeyTwat,1003172001,114812,-110,8sKh,8K,3hThQh7h5c
DopeyTwat,1003172062,114702,-60,7cJc,7J,Qc8c4h9h6s
DopeyTwat,1003378988,107169,-80,7cKc,7K,4c2c8s6hKs
DopeyTwat,1003379053,107059,-80,6d2h,62,6c2sJsKc8s
DopeyTwat,1003379066,106979,-10,3h6d,36,Kd4h7d8c7s
DopeyTwat,1003383744,97294,-90,7sAc,7A,QdAh3h3s2c
DopeyTwat,1003383781,97204,85,Ts8c,T8,7c8d4s5s5d
DopeyTwat,1003383861,97249,-43,6s5h,65,7s4d7hKd3d
DopeyTwat,1003620745,94522,30,Qh2d,Q2,3c3h9hKhAh
DopeyTwat,1003620777,94542,50,4c4h,44,QsQhAhJh9h
DopeyTwat,1003620845,94607,10,4s5c,45,7d4dKh3sKs
DopeyTwat,1003620903,94607,-30,AhJh,AJ,Qd6d5d5s8h
DopeyTwat,1003620923,94582,-90,AdJc,AJ,8d9d5s5cJs
DopeyTwat,1003620961,94532,-20,JhTh,JT,Qc5h8c3sKs
DopeyTwat,1003620980,94507,-70,QdAc,QA,4h2c7d7h3d
microkid,1002575162,1090,90,4dJc,4J,4c4sKd6c2d
microkid,1002575318,1170,-10,TdAc,TA,5sQd4d7h8c
IndyJones,1004397196,985,23,9s7c,97,As3s3h9h2d
IndyJones,1004422657,868,-30,Th8c,T8,3h9d8d6s5h
IndyJones,1004422714,803,-100,5h7h,57,6h8dQh2hAs
IndyJones,1004422897,738,40,Qh5h,Q5,Jh5c4d9s7s
IndyJones,1004422917,778,-10,4h5s,45,Kd2cKcKsTd
IndyJones,1004422969,773,140,6s7c,67,5hJs7d7h9d
IndyJones,1004423055,908,105,Qh8s,Q8,7s8h5hQsTc
IndyJones,1004423227,1013,15,Kh4c,K4,8c3h8dQh2h
IndyJones,1004423373,943,-40,8h6d,86,4d8sTh6s7s
IndyJones,1004423430,923,-30,4c3c,43,Jc7h4s7c9s
IndyJones,1004423464,883,-80,Qc8s,Q8,8hTs2hJc7c
IndyJones,1004423491,828,30,Ad6h,A6,5sKs2dQhAh
IndyJones,1004423502,858,-70,4c3c,43,TsAsAdKhKd
